continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Asia,Philippines,30/01/2020,1,1,,,,,0.009,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,31/01/2020,1,0,,,,,0.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,-1699,-3.08,-3.08,-15.2998404
Asia,Philippines,01/02/2020,1,0,,,,,0.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,02/02/2020,2,1,,1,1,,0.018,0.009,,0.009,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,03/02/2020,2,0,,1,0,,0.018,0,,0.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,04/02/2020,2,0,0.286,1,0,,0.018,0,0.003,0.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,05/02/2020,2,0,0.286,1,0,,0.018,0,0.003,0.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,06/02/2020,2,0,0.143,1,0,,0.018,0,0.001,0.009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,07/02/2020,3,1,0.286,1,0,0.143,0.027,0.009,0.003,0.009,0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,08/02/2020,3,0,0.286,1,0,0.143,0.027,0,0.003,0.009,0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,09/02/2020,3,0,0.143,1,0,0,0.027,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,10/02/2020,3,0,0.143,1,0,0,0.027,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,11/02/2020,3,0,0.143,1,0,0,0.027,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,12/02/2020,3,0,0.143,1,0,0,0.027,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,13/02/2020,3,0,0.143,1,0,0,0.027,0,0.001,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,14/02/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,15/02/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,16/02/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,17/02/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,18/02/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,19/02/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,20/02/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,21/02/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,22/02/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,23/02/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,24/02/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,25/02/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,26/02/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,27/02/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,28/02/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,29/02/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,-4100.6,-3.95,-4.94,-36.92673664
Asia,Philippines,01/03/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,02/03/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,03/03/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,04/03/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,05/03/2020,3,0,0,1,0,0,0.027,0,0,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,06/03/2020,5,2,0.286,1,0,0,0.045,0.018,0.003,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,07/03/2020,6,1,0.429,1,0,0,0.054,0.009,0.004,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,08/03/2020,10,4,1,1,0,0,0.09,0.036,0.009,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,09/03/2020,20,10,2.429,1,0,0,0.18,0.09,0.022,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,10/03/2020,33,13,4.286,1,0,0,0.297,0.117,0.039,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,11/03/2020,49,16,6.571,1,0,0,0.441,0.144,0.059,0.009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,12/03/2020,52,3,7,2,1,0.143,0.468,0.027,0.063,0.018,0.009,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,13/03/2020,64,12,8.429,5,3,0.571,0.576,0.108,0.076,0.045,0.027,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,14/03/2020,111,47,15,8,3,1,1,0.423,0.135,0.072,0.027,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,15/03/2020,140,29,18.571,11,3,1.429,1.261,0.261,0.167,0.099,0.027,0.013,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,16/03/2020,142,2,17.429,12,1,1.571,1.279,0.018,0.157,0.108,0.009,0.014,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,17/03/2020,187,45,22,12,0,1.571,1.684,0.405,0.198,0.108,0,0.014,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,18/03/2020,202,15,21.857,19,7,2.571,1.819,0.135,0.197,0.171,0.063,0.023,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.22,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,19/03/2020,217,15,23.571,17,,,1.954,0.135,0.212,0.153,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.22,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,20/03/2020,230,13,23.714,18,1,2.143,2.071,0.117,0.214,0.162,0.009,0.019,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.22,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,21/03/2020,307,77,28,19,1,1.857,2.765,0.693,0.252,0.171,0.009,0.017,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.22,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,22/03/2020,380,73,34.286,25,6,2.286,3.422,0.657,0.309,0.225,0.054,0.021,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,23/03/2020,462,82,45.714,33,8,3.286,4.16,0.738,0.412,0.297,0.072,0.03,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,24/03/2020,552,90,52.143,35,2,3.571,4.971,0.81,0.47,0.315,0.018,0.032,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,25/03/2020,636,84,62,38,3,3,5.727,0.756,0.558,0.342,0.027,0.027,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,26/03/2020,707,71,70,45,7,4,6.367,0.639,0.63,0.405,0.063,0.036,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,27/03/2020,803,96,81.857,54,9,5.143,7.231,0.864,0.737,0.486,0.081,0.046,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,28/03/2020,1075,272,109.714,68,14,7,9.681,2.449,0.988,0.612,0.126,0.063,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,29/03/2020,1418,343,148.286,71,3,6.571,12.769,3.089,1.335,0.639,0.027,0.059,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,30/03/2020,1546,128,154.857,78,7,6.429,13.922,1.153,1.395,0.702,0.063,0.058,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,31/03/2020,2084,538,218.857,88,10,7.571,18.767,4.845,1.971,0.792,0.09,0.068,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,-9219.4,-5.95,-10.01,-83.02257127
Asia,Philippines,01/04/2020,2311,227,239.286,96,8,8.286,20.811,2.044,2.155,0.864,0.072,0.075,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,02/04/2020,2633,322,275.143,107,11,8.857,23.711,2.9,2.478,0.964,0.099,0.08,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,03/04/2020,3018,385,316.429,136,29,11.714,27.178,3.467,2.85,1.225,0.261,0.105,1.54,,,,,,,,,20276,,0.183,,,,,,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,04/04/2020,3094,76,288.429,144,8,10.857,27.862,0.684,2.597,1.297,0.072,0.098,1.1,,,,,,,,,22683,2407,0.204,0.022,,,,,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,05/04/2020,3246,152,261.143,152,8,11.571,29.231,1.369,2.352,1.369,0.072,0.104,1.04,,,,,,,,,23027,344,0.207,0.003,,,,,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,06/04/2020,3660,414,302,163,11,12.143,32.959,3.728,2.72,1.468,0.099,0.109,1.14,,,,,,,,,24727,1700,0.223,0.015,,,,,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,07/04/2020,3764,104,240,177,14,12.714,33.896,0.937,2.161,1.594,0.126,0.114,0.91,,,,,,,,,26412,1685,0.238,0.015,,,,,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,08/04/2020,3870,106,222.714,182,5,12.286,34.85,0.955,2.006,1.639,0.045,0.111,0.93,,,,,,,,,29537,3125,0.266,0.028,,,,,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,09/04/2020,4076,206,206.143,203,21,13.714,36.705,1.855,1.856,1.828,0.189,0.123,0.97,,,,,,,,,31526,1989,0.284,0.018,,,,,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,10/04/2020,4195,119,168.143,221,18,12.143,37.777,1.072,1.514,1.99,0.162,0.109,0.96,,,,,,,,,32770,1244,0.295,0.011,1785,0.016,0.0942,10.6,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,11/04/2020,4428,233,190.571,247,26,14.714,39.875,2.098,1.716,2.224,0.234,0.133,1.01,,,,,,,,,34072,1302,0.307,0.012,1627,0.015,0.1171,8.5,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,12/04/2020,4648,220,200.286,297,50,20.714,41.856,1.981,1.804,2.675,0.45,0.187,1.07,,,,,,,,,35782,1710,0.322,0.015,1822,0.016,0.1099,9.1,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,13/04/2020,4932,284,181.714,315,18,21.714,44.414,2.557,1.636,2.837,0.162,0.196,1.16,,,,,,,,,38169,2387,0.344,0.021,1920,0.017,0.0946,10.6,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,14/04/2020,5223,291,208.429,335,20,22.571,47.034,2.621,1.877,3.017,0.18,0.203,1.16,,,,,,,,,39998,1829,0.36,0.016,1941,0.017,0.1074,9.3,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,15/04/2020,5453,230,226.143,349,14,23.857,49.105,2.071,2.036,3.143,0.126,0.215,1.13,,,,,,,,,42623,2625,0.384,0.024,1869,0.017,0.121,8.3,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,16/04/2020,5660,207,226.286,362,13,22.714,50.969,1.864,2.038,3.26,0.117,0.205,1.06,,,,,,,,,46113,3490,0.415,0.031,2084,0.019,0.1086,9.2,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,17/04/2020,5878,218,240.429,387,25,23.714,52.933,1.963,2.165,3.485,0.225,0.214,1,,,,,,,,,49534,3421,0.446,0.031,2395,0.022,0.1004,10,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,18/04/2020,6087,209,237,397,10,21.429,54.815,1.882,2.134,3.575,0.09,0.193,0.91,,,,,,,,,53191,3657,0.479,0.033,2731,0.025,0.0868,11.5,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,19/04/2020,6259,172,230.143,409,12,16,56.364,1.549,2.072,3.683,0.108,0.144,0.84,,,,,,,,,55508,2317,0.5,0.021,2818,0.025,0.0817,12.2,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,20/04/2020,6459,200,218.143,428,19,16.143,58.165,1.801,1.964,3.854,0.171,0.145,0.86,,,,,,,,,57831,2323,0.521,0.021,2809,0.025,0.0777,12.9,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,21/04/2020,6599,140,196.571,437,9,14.571,59.425,1.261,1.77,3.935,0.081,0.131,0.85,,,,,,,,,60701,2870,0.547,0.026,2958,0.027,0.0665,15,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,22/04/2020,6710,111,179.571,446,9,13.857,60.425,1,1.617,4.016,0.081,0.125,0.92,,,,,,,,,64321,3620,0.579,0.033,3100,0.028,0.0579,17.3,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,23/04/2020,6981,271,188.714,462,16,14.286,62.865,2.44,1.699,4.16,0.144,0.129,1.03,,,,,,,,,68047,3726,0.613,0.034,3133,0.028,0.0602,16.6,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,24/04/2020,7192,211,187.714,477,15,12.857,64.765,1.9,1.69,4.295,0.135,0.116,1.01,,,,,,,,,72214,4167,0.65,0.038,3240,0.029,0.0579,17.3,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,25/04/2020,7294,102,172.429,494,17,13.857,65.684,0.919,1.553,4.449,0.153,0.125,0.96,,,,,,,,,76631,4417,0.69,0.04,3349,0.03,0.0515,19.4,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
Asia,Philippines,26/04/2020,7579,285,188.571,501,7,13.143,68.25,2.566,1.698,4.512,0.063,0.118,1.05,,,,,,,,,80507,3876,0.725,0.035,3571,0.032,0.0528,18.9,people tested,,,,,,,,,,,,,,100,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,,,,
